15	0.8519
15.5	0.8514
16	0.8509
16.5	0.8497
17	0.8504
17.5	0.85
18	0.851
18.5	0.8504
19	0.8501
19.5	0.8505
20	0.8512
20.5	0.8494
21	0.8507
21.5	0.851
22	0.852
22.5	0.8512
23	0.8516
23.5	0.8512
24	0.851
24.5	0.8526
25	0.8514
25.5	0.8536
26	0.8531
26.5	0.8525
27	0.8529
27.5	0.8523
28	0.854
28.5	0.8532
29	0.8526
29.5	0.8533
30	0.8538
30.5	0.8546
31	0.8543
31.5	0.854
32	0.8552
32.5	0.855
33	0.8539
33.5	0.8556
34	0.8552
34.5	0.8562
35	0.8567
35.5	0.8565
36	0.8565
36.5	0.8583
37	0.8582
37.5	0.8581
38	0.8592
38.5	0.8602
39	0.8609
39.5	0.861
40	0.8617
40.5	0.8625
41	0.8619
41.5	0.8632
42	0.8625
42.5	0.8636
43	0.8636
43.5	0.865
44	0.8648
44.5	0.8648
45	0.865
45.5	0.8656
46	0.8669
46.5	0.8664
47	0.8686
47.5	0.868
48	0.8687
48.5	0.8688
49	0.8697
49.5	0.8687
50	0.8702
50.5	0.87
51	0.8709
51.5	0.8709
52	0.8712
52.5	0.8719
53	0.8724
53.5	0.8722
54	0.8741
54.5	0.8765
55	0.8754
55.5	0.8765
56	0.8771
56.5	0.8788
57	0.8801
57.5	0.882
58	0.8831
58.5	0.8847
59	0.8874
59.5	0.889
60	0.891
60.5	0.8948
61	0.8967
61.5	0.899
62	0.9026
62.5	0.9057
63	0.9099
63.5	0.9157
64	0.9184
64.5	0.9233
65	0.9254
65.5	0.9331
66	0.9371
66.5	0.9421
67	0.9471
67.5	0.95
68	0.9548
68.5	0.9572
69	0.9608
69.5	0.9646
70	0.9671
70.5	0.9712
71	0.9736
71.5	0.9756
72	0.9793
72.5	0.9802
73	0.9813
73.5	0.9845
74	0.9855
74.5	0.986
75	0.9873
75.5	0.9929
76	0.9935
76.5	0.9927
77	0.9934
77.5	0.9942
78	0.9929
78.5	0.9934
79	0.9943
79.5	0.9959
80	0.994
80.5	0.9969
81	0.9971
81.5	0.9967
82	0.9983
82.5	0.9984
83	0.9992
83.5	0.9988
84	0.999
84.5	1.0004
85	1.0015
85.5	1.0015
86	1.001
86.5	1.0023
87	1.0011
87.5	1.0019
88	1.0017
88.5	1.0021
89	1.0032
89.5	1.0031
90	1.0044
90.5	1.0041
91	1.0059
91.5	1.0053
92	1.0047
92.5	1.0066
93	1.0072
93.5	1.0063
94	1.0062
94.5	1.009
95	1.0075
