15	0.8559
15.5	0.8556
16	0.8571
16.5	0.857
17	0.8568
17.5	0.8546
18	0.8573
18.5	0.8559
19	0.8562
19.5	0.8578
20	0.8567
20.5	0.857
21	0.8581
21.5	0.8583
22	0.8576
22.5	0.8583
23	0.8606
23.5	0.8592
24	0.8583
24.5	0.8576
25	0.8582
25.5	0.8588
26	0.8598
26.5	0.8594
27	0.8581
27.5	0.8591
28	0.8593
28.5	0.8566
29	0.8597
29.5	0.8585
30	0.8592
30.5	0.8599
31	0.8584
31.5	0.859
32	0.8587
32.5	0.8596
33	0.8601
33.5	0.8603
34	0.8599
34.5	0.8607
35	0.8604
35.5	0.8598
36	0.8628
36.5	0.8608
37	0.8618
37.5	0.8602
38	0.8598
38.5	0.8612
39	0.8616
39.5	0.8615
40	0.8612
40.5	0.8622
41	0.8612
41.5	0.8632
42	0.8601
42.5	0.8623
43	0.8623
43.5	0.861
44	0.8629
44.5	0.861
45	0.8623
45.5	0.8636
46	0.8646
46.5	0.8628
47	0.8639
47.5	0.8643
48	0.8639
48.5	0.8648
49	0.8653
49.5	0.8646
50	0.8661
50.5	0.867
51	0.866
51.5	0.867
52	0.8685
52.5	0.8686
53	0.8691
53.5	0.8693
54	0.8709
54.5	0.8712
55	0.8725
55.5	0.8742
56	0.875
56.5	0.8768
57	0.8773
57.5	0.8788
58	0.8821
58.5	0.8822
59	0.8844
59.5	0.8871
60	0.8888
60.5	0.8901
61	0.8928
61.5	0.8972
62	0.9004
62.5	0.903
63	0.907
63.5	0.9097
64	0.9141
64.5	0.9178
65	0.9242
65.5	0.9279
66	0.9324
66.5	0.9361
67	0.9408
67.5	0.9451
68	0.95
68.5	0.9536
69	0.9568
69.5	0.9609
70	0.9646
70.5	0.9655
71	0.9691
71.5	0.9723
72	0.9751
72.5	0.9751
73	0.9794
73.5	0.9806
74	0.9813
74.5	0.983
75	0.9833
75.5	0.9846
76	0.9861
76.5	0.9857
77	0.9883
77.5	0.9889
78	0.9896
78.5	0.9897
79	0.9921
79.5	0.9918
80	0.9922
80.5	0.9934
81	0.9931
81.5	0.9953
82	0.9956
82.5	0.9975
83	0.9988
83.5	0.9974
84	0.998
84.5	0.9963
85	0.9966
85.5	0.9967
86	0.9997
86.5	0.9995
87	0.9989
87.5	1.0012
88	1.0008
88.5	1.0004
89	1.0023
89.5	1.003
90	1.0022
90.5	1.0035
91	1.0025
91.5	1.0038
92	1.0034
92.5	1.0036
93	1.0052
93.5	1.0053
94	1.0087
94.5	1.009
95	1.0085
