filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
wt3.txt,0.0003129251797267228,0.8471882774572482,0.0006542477277128264,0.9413855279858405,-61.460496279238285,338.5431429134348,65.38314291343477,-0.1815440589058207,-7.331319675878781,-5.152790969008933,3.0,1.5667670828693177,-2262.0425357817567,-2244.0995641373042,hairpin
wt2.txt,0.00034534998564352405,0.8446345132588685,0.000573160704955794,0.9450660110719641,-64.09734385187026,338.5576142412192,65.39761424121917,-0.1893247741467173,-7.648269192285028,-5.3763719025244185,3.0,0.5455270734433271,-2365.63880631363,-2347.6958346691777,hairpin
wt1.txt,0.00032486865977386826,0.8458834123370026,0.00055695356291661,0.944925954566762,-62.75456740987289,338.0756161032027,64.9156161032027,-0.18562287376181577,-7.409251369049898,-5.181776883908107,3.0,0.7721979234014925,-2090.7391456630894,-2073.5797249403536,hairpin
avg,0.0003277146083813717,0.845902067684373,0.0005947873318617434,0.9437924978748556,-62.77080251366048,338.3921244192856,65.23212441928554,-0.1854972356047846,-7.462946745737902,-5.236979918480486,3.0,0.9614973599047124,-2239.473495919492,-2221.791707915612,hairpin
std,1.3389462953954266e-05,0.0010426533178133034,4.2562282750068574e-05,0.00170294489852746,1.0765497245893274,0.22388313982099708,0.22388313982099708,0.0031777057892822414,0.13484965479077915,0.09927282181749934,0.0,0.4378801180752762,113.3563026528123,113.0136886697712,0
