15	0.6792
15.5	0.6785
16	0.6792
16.5	0.6791
17	0.679
17.5	0.6792
18	0.6792
18.5	0.6788
19	0.6799
19.5	0.6796
20	0.6798
20.5	0.6791
21	0.6791
21.5	0.6792
22	0.6799
22.5	0.6787
23	0.6791
23.5	0.6786
24	0.6786
24.5	0.6792
25	0.679
25.5	0.6787
26	0.6788
26.5	0.6794
27	0.6791
27.5	0.6786
28	0.679
28.5	0.6789
29	0.6788
29.5	0.6793
30	0.6786
30.5	0.6793
31	0.6788
31.5	0.6786
32	0.6786
32.5	0.6796
33	0.679
33.5	0.6797
34	0.679
34.5	0.679
35	0.678
35.5	0.6785
36	0.6785
36.5	0.6793
37	0.6786
37.5	0.6791
38	0.6789
38.5	0.6794
39	0.6793
39.5	0.6785
40	0.6796
40.5	0.6786
41	0.6783
41.5	0.678
42	0.6778
42.5	0.6781
43	0.6778
43.5	0.6784
44	0.6768
44.5	0.6775
45	0.6768
45.5	0.6781
46	0.6767
46.5	0.6774
47	0.6774
47.5	0.6772
48	0.6772
48.5	0.6775
49	0.6774
49.5	0.6774
50	0.6776
50.5	0.6771
51	0.6764
51.5	0.6774
52	0.678
52.5	0.6781
53	0.6781
53.5	0.6777
54	0.6778
54.5	0.6789
55	0.6785
55.5	0.6782
56	0.6779
56.5	0.6789
57	0.6787
57.5	0.679
58	0.6791
58.5	0.6781
59	0.6782
59.5	0.6782
60	0.6778
60.5	0.6784
61	0.6788
61.5	0.6792
62	0.6792
62.5	0.6794
63	0.6792
63.5	0.6798
64	0.6798
64.5	0.6802
65	0.6807
65.5	0.6819
66	0.6815
66.5	0.6826
67	0.6829
67.5	0.6837
68	0.6856
68.5	0.686
69	0.6876
69.5	0.6885
70	0.6895
70.5	0.6907
71	0.6918
71.5	0.6937
72	0.695
72.5	0.6973
73	0.7003
73.5	0.7012
74	0.7045
74.5	0.7068
75	0.7095
75.5	0.7129
76	0.7166
76.5	0.7206
77	0.7246
77.5	0.7287
78	0.7326
78.5	0.7373
79	0.7408
79.5	0.7447
80	0.7488
80.5	0.7519
81	0.7558
81.5	0.759
82	0.7616
82.5	0.7644
83	0.7665
83.5	0.7672
84	0.7693
84.5	0.772
85	0.7732
85.5	0.7755
86	0.7759
86.5	0.7773
87	0.7781
87.5	0.7787
88	0.7796
88.5	0.7791
89	0.7813
89.5	0.7811
90	0.7825
90.5	0.7818
91	0.7822
91.5	0.7835
92.1	0.7843
92.6	0.7846
93.1	0.7843
93.6	0.7856
94.1	0.7863
94.6	0.7864
95	0.7876
