25	0.6723
25.5	0.6728
26	0.6726
26.5	0.6726
27	0.6727
27.5	0.6727
28	0.6726
28.5	0.6724
29	0.6722
29.5	0.6721
30	0.672
30.5	0.6721
31	0.6721
31.5	0.672
32	0.672
32.5	0.6719
33	0.6717
33.5	0.6718
34	0.6719
34.5	0.6718
35	0.6718
35.5	0.6718
36	0.6716
36.5	0.6715
37	0.6715
37.5	0.6714
38	0.6714
38.5	0.6713
39	0.6713
39.5	0.6716
40	0.6715
40.5	0.6713
41	0.6715
41.5	0.6712
42	0.6714
42.5	0.6711
43	0.6711
43.5	0.6712
44	0.6711
44.5	0.6712
45	0.6712
45.5	0.6713
46	0.6711
46.5	0.671
47	0.671
47.5	0.6709
48	0.6708
48.5	0.6709
49	0.671
49.5	0.671
50	0.6709
50.5	0.6711
51	0.6708
51.5	0.6708
52	0.6711
52.5	0.6708
53	0.6712
53.5	0.6713
54	0.6712
54.5	0.6713
55	0.6712
55.5	0.6714
56	0.6713
56.5	0.6717
57	0.6716
57.5	0.6717
58	0.6718
58.5	0.672
59	0.6718
59.5	0.672
60	0.6722
60.5	0.6723
61	0.6725
61.5	0.6727
62	0.6728
62.5	0.6732
63	0.6734
63.5	0.6737
64	0.6739
64.5	0.6747
65	0.6749
65.5	0.6753
66	0.676
66.5	0.6763
67	0.6769
67.5	0.6779
68	0.6786
68.5	0.6796
69	0.6804
69.5	0.6813
70	0.6829
70.5	0.6841
71	0.6855
71.5	0.6874
72	0.6893
72.5	0.6915
73	0.6934
73.5	0.6961
74	0.6989
74.5	0.7022
75	0.7059
75.5	0.7086
76	0.7124
76.5	0.7162
77	0.721
77.5	0.7246
78	0.7291
78.5	0.7328
79	0.7374
79.5	0.7408
80	0.7443
80.5	0.7477
81	0.751
81.5	0.7541
82	0.7565
82.5	0.759
83	0.761
83.5	0.7625
84	0.7643
84.5	0.7659
85	0.7671
85.5	0.7684
86	0.7692
86.5	0.7706
87	0.7712
87.5	0.7721
88	0.773
88.5	0.7735
89	0.7741
89.5	0.7746
90	0.7753
90.5	0.7757
91	0.7763
91.5	0.7768
92	0.7771
92.5	0.7776
93	0.7778
93.5	0.7782
94	0.7786
94.5	0.7789
95	0.7795
95.5	0.78
96	0.7804
96.5	0.7806
97	0.7807
97.5	0.7811
